Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Share_NA,Share_EU,Share_JP,decade_cohort
8401,Surf's Up,Wii,2007.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,0.16,0.9375,0.0,0.0,2000
8402,Jikkyou Powerful Pro Baseball 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2010
8403,Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,0.16,0.8125,0.1875,0.0,2000
8404,I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,0.17,0.0,0.9411764705882353,0.0,2000
8405,Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17,0.17,0.823529411764706,0.058823529411764705,0.0,2000
8406,Densetsu no Stafi 4,DS,2006.0,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2000
8407,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008.0,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2000
8408,Naval Assault: The Killing Tide,X360,2010.0,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,0.17,0.47058823529411764,0.411764705882353,0.0,2010
8409,Tokimeki Memorial: Private Collection,PS,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,0.17,0.0,0.0,0.9411764705882353,1990
8410,RC Revenge Pro,PS2,2000.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,0.16,0.5,0.375,0.0,2000
8411,Valkyria Chronicles,PS4,2016.0,Role-Playing,Sega,0.06,0.04,0.05,0.02,0.17,0.17,0.3529411764705882,0.23529411764705882,0.29411764705882354,2010
8412,Hellboy: The Science of Evil,PS3,2008.0,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,0.16999999999999998,0.7647058823529412,0.11764705882352942,0.0,2000
8413,Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,0.18000000000000002,0.7222222222222222,0.2222222222222222,0.0,2000
8414,Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17,0.17,0.5882352941176471,0.058823529411764705,0.29411764705882354,2000
8415,Gauntlet: Dark Legacy,XB,2002.0,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,0.18000000000000002,0.7222222222222222,0.2222222222222222,0.0,2000
8416,Toukiden Kiwami,PS4,2015.0,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,0.16,0.3125,0.43750000000000006,0.125,2010
8417,Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2000
8418,Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,0.16,0.625,0.125,0.25,2000
8419,WRC 2: FIA World Rally Championship,PS3,2011.0,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17,0.17,0.0,0.7647058823529411,0.0,2010
8420,Blood Bowl,X360,2009.0,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17,0.17,0.7647058823529411,0.1764705882352941,0.0,2000
8421,Matchbox Cross Town Heroes,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,0.17,0.16,0.75,0.25,0.0,2000
8422,Wolfenstein 3D,GBA,2002.0,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17,0.16,0.75,0.25,0.0,2000
8423,Nobunaga no Yabou: Tenshoki,SNES,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,1990
8424,Learning to Spell,DS,2010.0,Misc,505 Games,0.16,0.0,0.0,0.01,0.17,0.17,0.9411764705882353,0.0,0.0,2010
8425,"Go, Diego, Go! Safari Rescue",DS,2007.0,Adventure,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,0.17,0.8823529411764705,0.058823529411764705,0.0,2000
8426,Super Power League,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,1990
8427,Easy Piano,DS,2009.0,Misc,Game Life,0.04,0.11,0.0,0.02,0.17,0.16999999999999998,0.23529411764705885,0.6470588235294118,0.0,2000
8428,Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,1990
8429,Dragon Quest X,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2010
8430,Payday 2,XOne,2015.0,Shooter,505 Games,0.08,0.07,0.0,0.01,0.17,0.16000000000000003,0.4999999999999999,0.43749999999999994,0.0,2010
8431,25 to Life,XB,2006.0,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,0.17,0.7058823529411764,0.23529411764705882,0.0,2000
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2010
8433,NASCAR '15,X360,2015.0,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,0.16999999999999998,0.8823529411764707,0.0,0.0,2010
8434,TransFormers Animated: The Game,DS,2008.0,Action,Activision,0.15,0.01,0.0,0.01,0.17,0.17,0.8823529411764705,0.058823529411764705,0.0,2000
8435,Fracture,PS3,2008.0,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.17,0.16999999999999998,0.6470588235294118,0.23529411764705885,0.0,2000
8436,Sega Superstars,PS2,2004.0,Misc,Sega,0.08,0.06,0.0,0.02,0.17,0.16,0.5,0.375,0.0,2000
8437,Midway Arcade Treasures,GC,2003.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17,0.16,0.8125,0.1875,0.0,2000
8438,Leisure Suit Larry: Magna Cum Laude,XB,2004.0,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,0.17,0.7058823529411764,0.23529411764705882,0.0,2000
8439,Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17,0.16,0.75,0.25,0.0,2000
8440,Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,0.17,0.6470588235294117,0.11764705882352941,0.1764705882352941,2000
8441,Splatterhouse,PS3,,Action,Namco Bandai Games,0.13,0.02,0.0,0.02,0.17,0.16999999999999998,0.7647058823529412,0.11764705882352942,0.0,
8442,NBA 09: The Inside,PS2,2008.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,0.16,0.5,0.375,0.0,2000
8443,Spyro: Shadow Legacy,DS,2005.0,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.17,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8444,Resident Evil,SAT,1997.0,Action,Capcom,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,1990
8445,Wildstar,PC,2014.0,Role-Playing,NCSoft,0.08,0.07,0.0,0.02,0.17,0.17,0.47058823529411764,0.411764705882353,0.0,2010
8446,Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2010
8447,Apache: Air Assault,X360,2010.0,Simulation,Activision,0.12,0.04,0.0,0.01,0.17,0.17,0.7058823529411764,0.23529411764705882,0.0,2010
8448,TOEIC Test Training DS,DS,2007.0,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2000
8449,Jikkyou Powerful Pro Yakyuu 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,2010
8450,Senran Kagura: Estival Versus,PS4,2015.0,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17,0.17,0.411764705882353,0.0,0.47058823529411764,2010
8451,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,1.0,1990
8452,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,0.16,0.0625,0.0,0.9375,2000
8453,The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17,0.16,0.0,0.8125,0.0,2010
8454,Anarchy Reigns,X360,2012.0,Action,Sega,0.11,0.02,0.02,0.01,0.17,0.16,0.6875,0.125,0.125,2010
8455,FlatOut,XB,2004.0,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,0.17,0.7058823529411764,0.23529411764705882,0.0,2000
8456,Project X Zone 2: Brave New World,3DS,2015.0,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17,0.17,0.23529411764705882,0.23529411764705882,0.47058823529411764,2010
8457,NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,0.16,0.9375,0.0,0.0,2000
8458,Bakugan Battle Brawlers: Defenders of the Core,PS3,2010.0,Action,Activision,0.14,0.01,0.0,0.02,0.17,0.17,0.823529411764706,0.058823529411764705,0.0,2010
8459,Mr. Do!'s Castle,2600,1983.0,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17,0.16,0.9375,0.0625,0.0,1980
8460,Death Trap,2600,1982.0,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,0.16,0.9375,0.0625,0.0,1980
8461,Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,0.16,0.9375,0.0625,0.0,1980
8462,Parodius,SAT,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17,0.16,0.0,0.0,1.0,1990
8463,Thrillville: Off the Rails,X360,2007.0,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,0.16,0.8125,0.125,0.0,2000
8464,Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,0.16,0.3125,0.1875,0.375,2010
8465,Taz Wanted,PS2,2002.0,Platform,Atari,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8466,Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8467,Sid Meier's Pirates!,Wii,2010.0,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,0.16,0.8125,0.125,0.0,2010
8468,MLB 16: The Show,PS3,2016.0,Action,Sony Computer Entertainment,0.13,0.0,0.0,0.03,0.16,0.16,0.8125,0.0,0.0,2010
8469,Phantasy Star Online 2,PSV,2013.0,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8470,Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,Atari,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8471,PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8472,Star Wars: Super Bombad Racing,PS2,2001.0,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8473,Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16,0.16,1.0,0.0,0.0,2000
8474,Hot Wheels Velocity X,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,0.16,0.16,0.75,0.25,0.0,2000
8475,Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16,0.16999999999999998,0.2941176470588236,0.23529411764705885,0.35294117647058826,2010
8476,Chaotic: Shadow Warriors,PS3,2009.0,Action,Activision,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8477,Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8478,Alien Resurrection,PS,2000.0,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,2000
8479,World Tour Soccer 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8480,Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,0.16999999999999998,0.7647058823529412,0.11764705882352942,0.0,2000
8481,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008.0,Action,Activision,0.12,0.02,0.0,0.02,0.16,0.15999999999999998,0.7500000000000001,0.12500000000000003,0.0,2000
8482,F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,0.17,0.411764705882353,0.47058823529411764,0.0,2010
8483,Rio,DS,2011.0,Misc,THQ,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2010
8484,Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2010
8485,Create,PS3,2010.0,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16,0.16,0.6875,0.1875,0.0,2010
8486,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.12,0.0,0.03,0.01,0.16,0.16,0.75,0.0,0.1875,2010
8487,El Shaddai: Ascension of the Metatron,X360,2011.0,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,0.16000000000000003,0.43749999999999994,0.31249999999999994,0.18749999999999994,2010
8488,ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8489,Thor: God of Thunder,Wii,2011.0,Action,Sega,0.11,0.04,0.0,0.01,0.16,0.16,0.6875,0.25,0.0,2010
8490,F1 Championship Season 2000,PS2,2000.0,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,0.16,0.375,0.3125,0.1875,2000
8491,Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,0.16,0.8125,0.0,0.125,2000
8492,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8493,Clash of the Titans,X360,2010.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2010
8494,Around the World in 80 Days,DS,2010.0,Action,PlayV,0.0,0.14,0.0,0.02,0.16,0.16,0.0,0.8750000000000001,0.0,2010
8495,Robotech: Battlecry,GC,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,2000
8496,True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,0.16,0.6875,0.0,0.25,2000
8497,Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8498,Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,2000
8499,Paws & Claws: Pet Resort,GBA,2006.0,Simulation,THQ,0.12,0.04,0.0,0.0,0.16,0.16,0.75,0.25,0.0,2000
8500,Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8501,Dynasty Warriors 8: Xtreme Legends,PS3,2013.0,Action,Tecmo Koei,0.02,0.03,0.11,0.01,0.16,0.17,0.11764705882352941,0.1764705882352941,0.6470588235294117,2010
8502,Curious George,GBA,2006.0,Action,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16,0.16,0.75,0.25,0.0,2000
8503,Monster Jam,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8504,Medieval Games,Wii,2009.0,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8505,Stronghold 3,PC,2011.0,Strategy,Unknown,0.06,0.1,0.0,0.0,0.16,0.16,0.375,0.625,0.0,2010
8506,The Amazing Spider-Man (Console Version),Wii,2012.0,Action,Activision,0.11,0.04,0.0,0.01,0.16,0.16,0.6875,0.25,0.0,2010
8507,Kid Adventures: Sky Captain,Wii,2010.0,Action,Unknown,0.11,0.04,0.0,0.01,0.16,0.16,0.6875,0.25,0.0,2010
8508,Lethal Skies II,PS2,2003.0,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8509,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,0.16000000000000003,0.43749999999999994,0.31249999999999994,0.18749999999999994,2010
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006.0,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8511,Godzilla Unleashed,Wii,2007.0,Fighting,Atari,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8512,Kamaitachi no Yoru × 3,PS2,2006.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8513,Tom and Jerry: Infurnal Escape,GBA,2003.0,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,0.16,0.75,0.25,0.0,2000
8514,The Legend of Heroes VII: The Trail of Zero,PSP,2010.0,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8515,Warriors Orochi 3,X360,2011.0,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,0.16,0.5625,0.1875,0.1875,2010
8516,King's Field,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,1990
8517,Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,0.16,0.8125,0.0625,0.0,2000
8518,Let's Ride: Sunshine Stables,GBA,2005.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,0.16,0.75,0.25,0.0,2000
8519,World Stadium 4,PS,2000.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,2000
8520,Midway Arcade Treasures 2,GC,2004.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,2000
8521,Hot Wheels World Race,GC,2003.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,0.16,0.8125,0.1875,0.0,2000
8522,San Goku Shi Taisen DS,DS,2007.0,Strategy,Sega,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8523,Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,0.16,0.0,0.0,0.9375,1990
8524,N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,1990
8525,Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2000
8526,Heroes over Europe,PS3,2009.0,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,0.15999999999999998,0.7500000000000001,0.12500000000000003,0.0,2000
8527,Dancing With The Stars,PS2,2007.0,Misc,Activision,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8528,Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8529,Pro Evolution Soccer 2015,X360,2014.0,Sports,Konami Digital Entertainment,0.05,0.1,0.0,0.01,0.16,0.16000000000000003,0.31249999999999994,0.6249999999999999,0.0,2010
8530,Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,0.16,0.43750000000000006,0.25,0.1875,2010
8531,Otogirisou,SNES,1992.0,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,1990
8532,SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8533,Crash Tag Team Racing,GC,2005.0,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,0.15,0.8,0.2,0.0,2000
8534,Grease Dance,X360,2011.0,Misc,505 Games,0.11,0.03,0.0,0.01,0.16,0.15000000000000002,0.7333333333333333,0.19999999999999996,0.0,2010
8535,Ready 2 Rumble Revolution,Wii,2009.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8536,My Baby 3 & Friends,DS,2010.0,Simulation,Majesco Entertainment,0.13,0.02,0.0,0.01,0.16,0.16,0.8125,0.125,0.0,2010
8537,NASCAR '14,X360,2014.0,Racing,Deep Silver,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2010
8538,TimeSplitters: Future Perfect,XB,2005.0,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2000
8539,Midway Arcade Treasures 3,PS2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8540,Dr. Muto,PS2,2002.0,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8541,Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8542,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8543,DS Rakubiki Jiten,DS,2005.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8544,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005.0,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8545,Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8546,Angry Birds Trilogy,PS3,2012.0,Action,Activision,0.12,0.02,0.0,0.02,0.16,0.15999999999999998,0.7500000000000001,0.12500000000000003,0.0,2010
8547,Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,0.16000000000000003,0.8749999999999999,0.0,0.062499999999999986,2000
8548,Shadow Man: 2econd Coming,PS2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8549,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2010
8550,NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8551,Dynasty Warriors 4,XB,2003.0,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,0.16,0.75,0.1875,0.0,2000
8552,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,Activision,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8553,The Incredibles: Rise of the Underminer,GC,2005.0,Action,THQ,0.12,0.03,0.0,0.0,0.16,0.15,0.8,0.2,0.0,2000
8554,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,1990
8555,Alone in the Dark: The New Nightmare,PS,,Adventure,Infogrames,0.09,0.06,0.0,0.01,0.16,0.16,0.5625,0.375,0.0,
8556,The BIGS,PS3,2007.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8557,Flushed Away,GC,2006.0,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16,0.15,0.8,0.2,0.0,2000
8558,Eragon,DS,2006.0,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,0.16,0.8125,0.125,0.0,2000
8559,Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8560,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8561,Pro Yaky? Spirits 3,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,2000
8562,Silent Scope 3,PS2,2002.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8563,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006.0,Misc,Activision,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8564,NASCAR Heat 2002,GBA,2002.0,Racing,Infogrames,0.12,0.04,0.0,0.0,0.16,0.16,0.75,0.25,0.0,2000
8565,Namco Classic Fighter Collection,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8566,International Superstar Soccer Deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,1.0,1990
8567,TNA iMPACT!,Wii,2008.0,Fighting,Midway Games,0.14,0.01,0.0,0.01,0.16,0.16000000000000003,0.8749999999999999,0.062499999999999986,0.0,2000
8568,Intellivision Lives!,PS2,2003.0,Misc,Play It,0.08,0.06,0.0,0.02,0.16,0.16,0.5,0.375,0.0,2000
8569,Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,0.15000000000000002,0.9333333333333332,0.0,0.0,2000
8570,Robots,GC,2005.0,Action,Vivendi Games,0.12,0.03,0.0,0.0,0.16,0.15,0.8,0.2,0.0,2000
8571,Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,0.15,0.0,0.0,0.01,0.16,0.16,0.9375,0.0,0.0,2000
8572,The King of Fighters XII,PS3,2009.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,0.16,0.6875,0.0625,0.1875,2000
8573,Doctor Who: Evacuation Earth,DS,2010.0,Adventure,Asylum Entertainment,0.0,0.14,0.0,0.02,0.16,0.16,0.0,0.8750000000000001,0.0,2010
8574,Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,0.16000000000000003,0.4999999999999999,0.43749999999999994,0.0,2010
